productId,title,url,price,currency,onSale,originalPrice,rating,reviewCount,shopName,shopUrl,imageUrl,scrapedAt
4513269143,"Custom Deep Engraved Brass Pet ID Tag, Stainless Steel, Lifetime Warranty",https://www.etsy.com/listing/4513269143/custom-deep-engraved-dog-tag-handmade,33.0,USD,False,,0,0,CharmingcraftUS,https://www.etsy.com/shop/CharmingcraftUS,https://i.etsystatic.com/28325372/r/il/db7415/8239770102/il_794xN.8239770102_oskv.jpg,2026-07-15T08:12:28.742Z
4325691435,Personalized Brass Pet ID Tag: Custom Engraved Dog or Cat Tag,https://www.etsy.com/listing/4325691435/personalized-brass-pet-id-tag-custom,26.0,USD,False,,0,0,BestEngravings,https://www.etsy.com/shop/BestEngravings,https://i.etsystatic.com/17642906/r/il/73701d/6987624082/il_794xN.6987624082_i3hx.jpg,2026-07-15T08:12:28.742Z
1739016649,Luxury Hand Stamped Personalized Custom Pet ID NameTags with telephone number for Dogs and Cats in Solid Brass Aluminium,https://www.etsy.com/listing/1739016649/luxury-hand-stamped-personalized-custom,20.01,USD,False,,0,0,CARRIECLOVERPETS,https://www.etsy.com/shop/CARRIECLOVERPETS,https://i.etsystatic.com/27320234/r/il/ad44c8/6023361856/il_794xN.6023361856_ntdw.jpg,2026-07-15T08:12:28.742Z
521421606,"REINFORCED Deeply engraved solid brass dog tag, 33mm round",https://www.etsy.com/listing/521421606/reinforced-deeply-engraved-solid-brass,13.94,USD,False,,0,0,EngravingStudios,https://www.etsy.com/shop/EngravingStudios,https://i.etsystatic.com/11153258/r/il/ceab3c/4746408006/il_794xN.4746408006_94hw.jpg,2026-07-15T08:12:28.742Z
4395710145,"Personalized Brass Pet ID Tag, Engraved Dog Cat Tag, 30mm Dog Name Tag, Custom Dog Tag for Collar, Pet Gifts, Dog ID Tag with Phone Number",https://www.etsy.com/listing/4395710145/personalized-brass-pet-id-tag-engraved,4.96,USD,True,7.09,0,0,manualpackaging,https://www.etsy.com/shop/manualpackaging,https://i.etsystatic.com/32599784/r/il/44c575/7387491623/il_794xN.7387491623_9l6f.jpg,2026-07-15T08:12:28.743Z
4300643426,THICK Pet ID Name Tags - Highest Quality - Custom Hand-Stamped - Heavy Duty 100% Brass Construction Customizable - Dog Cat Puppy Kitten,https://www.etsy.com/listing/4300643426/thick-pet-id-name-tags-highest-quality,9.99,USD,False,,0,0,WatchDogTags,https://www.etsy.com/shop/WatchDogTags,https://i.etsystatic.com/8180305/r/il/d02050/6886087197/il_794xN.6886087197_fifu.jpg,2026-07-15T08:12:28.743Z
245546042,Custom hand punched brass tag -  hand stamped key tag -  key fob - pet tag - custom engraved tag - hotel key tag - Custom ID tag,https://www.etsy.com/listing/245546042/custom-hand-punched-brass-tag-hand,9.0,USD,False,,0,0,aVintageParcel,https://www.etsy.com/shop/aVintageParcel,https://i.etsystatic.com/6533658/r/il/80000b/823055428/il_794xN.823055428_q6vu.jpg,2026-07-15T08:12:28.743Z
4439748074,"Deep Engraved Dog Tag, Personalized Brass Cat Tag, Custom Pet Name Tag, Small Dog Tag, Large Dog Tag, Cat Collar Tag with Phone Number",https://www.etsy.com/listing/4439748074/deep-engraved-dog-tag-personalized-brass,4.99,USD,True,7.13,0,0,VOOLLEJewelry,https://www.etsy.com/shop/VOOLLEJewelry,https://i.etsystatic.com/34786793/r/il/29e2c9/7641032199/il_794xN.7641032199_p3hk.jpg,2026-07-15T08:12:28.743Z
400612657,WOODY: Hand Stamped Personalized Custom Pet ID Tags for Dogs and Cats in Solid Brass,https://www.etsy.com/listing/400612657/woody-hand-stamped-personalized-custom,29.99,USD,False,,0,0,blinkthings,https://www.etsy.com/shop/blinkthings,https://i.etsystatic.com/5961726/r/il/a119b4/4578437551/il_794xN.4578437551_3i40.jpg,2026-07-15T08:12:28.743Z
1550318829,"Dog Tag Personalized, Hand Stamped ID Tag for Dogs, Brass Dog Tag, Dog Collar Charms, Gold Dog Tag, Dog Tags for Dogs",https://www.etsy.com/listing/1550318829/dog-tag-personalized-hand-stamped-id-tag,34.0,USD,False,,0,0,NobleRhode,https://www.etsy.com/shop/NobleRhode,https://i.etsystatic.com/37630886/r/il/b5614d/5728339152/il_794xN.5728339152_sa6p.jpg,2026-07-15T08:12:28.743Z
